pos	motif	type	treated_fixed_count	treated_depth	control_fixed_count	control_depth
NR_003287.4_RNA28SN5_2661	NNUNN	Psi	5395	5403	5685	5685
NR_003287.4_RNA28SN5_2665	NNUNN	Psi	5467	5481	5402	5403
NR_003287.4_RNA28SN5_2666	NNUNN	Psi	5555	5582	5388	5389
NR_003287.4_RNA28SN5_2687	NNUNN	Psi	3035	3053	2595	2600
NR_003287.4_RNA28SN5_2691	NNUNN	Psi	2985	2998	2673	2673
NR_003287.4_RNA28SN5_2692	NNUNN	Psi	2843	2851	2638	2639
NR_003287.4_RNA28SN5_270	NNUNN	Psi	4477	4498	4968	4970
NR_003287.4_RNA28SN5_2701	NNUNN	Psi	2678	2681	2550	2551
NR_003287.4_RNA28SN5_2707	NNUNN	Psi	2682	2684	2560	2561
NR_003287.4_RNA28SN5_2708	NNUNN	Psi	2672	2701	2555	2555
NR_003287.4_RNA28SN5_2718	NNUNN	Psi	3461	3478	2799	2800
NR_003287.4_RNA28SN5_272	NNUNN	Psi	4060	4069	4394	4396
NR_003287.4_RNA28SN5_2723	NNUNN	Psi	3783	3790	2971	2971
NR_003287.4_RNA28SN5_2728	NNUNN	Psi	3928	3992	3180	3182
NR_003287.4_RNA28SN5_273	NNUNN	Psi	2733	2786	2716	2722
NR_003287.4_RNA28SN5_2730	NNUNN	Psi	4305	4313	3646	3648
NR_003287.4_RNA28SN5_2734	NNUNN	Psi	4538	4562	4098	4102
NR_003287.4_RNA28SN5_2740	NNUNN	Psi	8675	8714	12720	12724
NR_003287.4_RNA28SN5_2741	NNUNN	Psi	11294	11315	20648	20649
NR_003287.4_RNA28SN5_2747	NNUNN	Psi	12620	12716	24764	24764
NR_003287.4_RNA28SN5_2761	NNUNN	Psi	8185	8193	18502	18504
NR_003287.4_RNA28SN5_2763	NNUNN	Psi	7803	7803	16831	16831
NR_003287.4_RNA28SN5_2767	NNUNN	Psi	1571	1583	2653	2667
NR_003287.4_RNA28SN5_2769	NNUNN	Psi	1395	1408	2097	2111
NR_003287.4_RNA28SN5_2782	NNUNN	Psi	1390	1394	1673	1673
NR_003287.4_RNA28SN5_2788	NNUNN	Psi	1653	1657	2070	2071
NR_003287.4_RNA28SN5_2790	NNUNN	Psi	1385	1402	1547	1548
NR_003287.4_RNA28SN5_2801	NNUNN	Psi	2017	2031	2844	2844
NR_003287.4_RNA28SN5_2803	NNUNN	Psi	2137	2144	2893	2893
NR_003287.4_RNA28SN5_281	NNUNN	Psi	2044	2057	2016	2017
NR_003287.4_RNA28SN5_2810	NNUNN	Psi	2102	2107	2865	2866
NR_003287.4_RNA28SN5_2819	NNUNN	Psi	1983	1992	2792	2794
NR_003287.4_RNA28SN5_2821	NNUNN	Psi	1858	1863	2590	2590
NR_003287.4_RNA28SN5_2826	NNUNN	Psi	1743	1744	2110	2110
NR_003287.4_RNA28SN5_2828	NNUNN	Psi	1708	1714	2196	2199
NR_003287.4_RNA28SN5_2829	NNUNN	Psi	1589	1590	2116	2116
NR_003287.4_RNA28SN5_2837	NNUNN	Psi	1443	1451	2953	2956
NR_003287.4_RNA28SN5_2839	NNUNN	Psi	1187	1448	3000	3001
NR_003287.4_RNA28SN5_2843	NNUNN	Psi	1324	1453	2903	2904
NR_003287.4_RNA28SN5_2852	NNUNN	Psi	1187	1307	2844	2845
NR_003287.4_RNA28SN5_286	NNUNN	Psi	1978	1982	1946	1946
NR_003287.4_RNA28SN5_2865	NNUNN	Psi	1565	1590	2941	2941
NR_003287.4_RNA28SN5_2869	NNUNN	Psi	1600	1602	3102	3103
NR_003287.4_RNA28SN5_287	NNUNN	Psi	1947	1948	1906	1907
NR_003287.4_RNA28SN5_2873	NNUNN	Psi	1638	1686	3242	3242
NR_003287.4_RNA28SN5_2874	NNUNN	Psi	1625	1639	3136	3137
NR_003287.4_RNA28SN5_2880	NNUNN	Psi	1555	1560	2703	2703
NR_003287.4_RNA28SN5_2886	NNUNN	Psi	1707	1712	3086	3086
NR_003287.4_RNA28SN5_2887	NNUNN	Psi	1653	1655	3069	3069
NR_003287.4_RNA28SN5_2891	NNUNN	Psi	1759	1763	3133	3134
NR_003287.4_RNA28SN5_2893	NNUNN	Psi	1873	1877	3191	3191
NR_003287.4_RNA28SN5_290	NNUNN	Psi	1909	1939	1916	1916
NR_003287.4_RNA28SN5_2900	NNUNN	Psi	1631	1635	2529	2529
NR_003287.4_RNA28SN5_2904	NNUNN	Psi	1579	1592	2141	2187
NR_003287.4_RNA28SN5_2908	NNUNN	Psi	1659	1662	2144	2145
NR_003287.4_RNA28SN5_291	NNUNN	Psi	1732	1735	1804	1804
NR_003287.4_RNA28SN5_2914	NNUNN	Psi	1591	1603	1989	1990
NR_003287.4_RNA28SN5_2932	NNUNN	Psi	1720	1724	2095	2096
NR_003287.4_RNA28SN5_2949	NNUNN	Psi	2244	2263	2247	2260
NR_003287.4_RNA28SN5_297	NNUNN	Psi	1886	1892	1795	1795
NR_003287.4_RNA28SN5_2992	NNUNN	Psi	193395	194100	154508	154564
NR_003287.4_RNA28SN5_3001	NNUNN	Psi	159260	159715	131482	131532
NR_003287.4_RNA28SN5_3028	NNUNN	Psi	19746	19945	18340	18377
NR_003287.4_RNA28SN5_3032	NNUNN	Psi	29434	29775	26523	26589
NR_003287.4_RNA28SN5_3036	NNUNN	Psi	50117	50467	45690	46179
NR_003287.4_RNA28SN5_3052	NNUNN	Psi	174202	174576	163077	163139
NR_003287.4_RNA28SN5_3054	NNUNN	Psi	169369	169495	155560	155608
NR_003287.4_RNA28SN5_3056	NNUNN	Psi	169338	169445	154695	154717
NR_003287.4_RNA28SN5_3058	NNUNN	Psi	167064	167185	151875	151925
NR_003287.4_RNA28SN5_3060	NNUNN	Psi	195734	195873	170523	170545
NR_003287.4_RNA28SN5_3062	NNUNN	Psi	192721	192937	169267	169311
NR_003287.4_RNA28SN5_3064	NNUNN	Psi	181397	181755	158816	158865
NR_003287.4_RNA28SN5_3066	NNUNN	Psi	166777	167657	142965	143062
NR_003287.4_RNA28SN5_3074	NNUNN	Psi	104950	105709	80580	80784
NR_003287.4_RNA28SN5_3080	NNUNN	Psi	81598	82410	66481	66842
NR_003287.4_RNA28SN5_3083	NNUNN	Psi	73802	74155	61327	61486
NR_003287.4_RNA28SN5_3090	NNUNN	Psi	58879	59249	51075	51144
NR_003287.4_RNA28SN5_31	NNUNN	Psi	1230	1233	2057	2058
NR_003287.4_RNA28SN5_3109	NNUNN	Psi	18136	18270	11849	11876
NR_003287.4_RNA28SN5_313	NNUNN	Psi	1139	1139	1155	1157
NR_003287.4_RNA28SN5_3135	NNUNN	Psi	7344	7378	2267	2272
NR_003287.4_RNA28SN5_316	NNUNN	Psi	1168	1168	1291	1291
NR_003287.4_RNA28SN5_321	NNUNN	Psi	1282	1305	1525	1525
NR_003287.4_RNA28SN5_3242	NNUNN	Psi	19415	19503	14351	14376
NR_003287.4_RNA28SN5_3244	NNUNN	Psi	9515	9581	5363	5392
NR_003287.4_RNA28SN5_325	NNUNN	Psi	1364	1371	1670	1673
NR_003287.4_RNA28SN5_3262	NNUNN	Psi	4499	4536	3101	3101
NR_003287.4_RNA28SN5_3263	NNUNN	Psi	4473	4585	3106	3109
NR_003287.4_RNA28SN5_3268	NNUNN	Psi	4727	4736	3457	3461
NR_003287.4_RNA28SN5_327	NNUNN	Psi	1381	1383	1755	1757
NR_003287.4_RNA28SN5_3272	NNUNN	Psi	6010	6061	5378	5387
NR_003287.4_RNA28SN5_3282	NNUNN	Psi	15357	15508	23081	23088
NR_003287.4_RNA28SN5_3293	NNUNN	Psi	18876	18902	26778	26786
NR_003287.4_RNA28SN5_333	NNUNN	Psi	1452	1452	1862	1863
NR_003287.4_RNA28SN5_3351	NNUNN	Psi	4865	4917	3599	3603
NR_003287.4_RNA28SN5_3353	NNUNN	Psi	5209	5239	4089	4090
NR_003287.4_RNA28SN5_3356	NNUNN	Psi	5556	5578	4189	4197
NR_003287.4_RNA28SN5_3367	NNUNN	Psi	7217	7265	5661	5662
NR_003287.4_RNA28SN5_337	NNUNN	Psi	1541	1542	1963	1963
NR_003287.4_RNA28SN5_3372	NNUNN	Psi	8674	8687	8434	8436
NR_003287.4_RNA28SN5_3388	NNUNN	Psi	12969	12981	13203	13207
NR_003287.4_RNA28SN5_3402	NNUNN	Psi	15146	15185	11601	11611
NR_003287.4_RNA28SN5_3426	NNUNN	Psi	43573	43632	31175	31181
NR_003287.4_RNA28SN5_3468	NNUNN	Psi	30155	30244	9736	9754
NR_003287.4_RNA28SN5_3469	NNUNN	Psi	30360	30561	9666	9680
NR_003287.4_RNA28SN5_3476	NNUNN	Psi	28619	28803	10013	10030
NR_003287.4_RNA28SN5_3479	NNUNN	Psi	27747	27897	11279	11334
NR_003287.4_RNA28SN5_3482	NNUNN	Psi	24617	24817	11585	11615
NR_003287.4_RNA28SN5_35	NNUNN	Psi	1189	1237	1988	2115
NR_003287.4_RNA28SN5_354	NNUNN	Psi	1277	1281	2441	2441
NR_003287.4_RNA28SN5_357	NNUNN	Psi	1280	1313	2513	2565
NR_003287.4_RNA28SN5_3578	NNUNN	Psi	15763	15824	17891	17902
NR_003287.4_RNA28SN5_3583	NNUNN	Psi	16090	16156	19147	19151
NR_003287.4_RNA28SN5_3595	NNUNN	Psi	14982	14998	18810	18813
NR_003287.4_RNA28SN5_36	NNUNN	Psi	1236	1241	2126	2127
NR_003287.4_RNA28SN5_3606	NNUNN	Psi	2671	2685	2606	2607
NR_003287.4_RNA28SN5_3607	NNUNN	Psi	1706	1716	1886	1887
NR_003287.4_RNA28SN5_3613	NNUNN	Psi	1590	1600	1947	1948
NR_003287.4_RNA28SN5_3616	NNUNN	Psi	1395	1400	1954	1954
NR_003287.4_RNA28SN5_3631	NNUNN	Psi	1634	1648	4104	4104
NR_003287.4_RNA28SN5_3637	NNUNN	Psi	218	1284	3934	3934
NR_003287.4_RNA28SN5_3639	NNUNN	Psi	318	1263	3872	3872
NR_003287.4_RNA28SN5_3640	NNUNN	Psi	1316	1401	3466	3812
NR_003287.4_RNA28SN5_3641	NNUNN	Psi	1443	1444	3794	3794
NR_003287.4_RNA28SN5_3644	NNUNN	Psi	1559	1560	3754	3754
NR_003287.4_RNA28SN5_3645	NNUNN	Psi	1560	1560	3570	3570
NR_003287.4_RNA28SN5_365	NNUNN	Psi	1199	1211	2532	2532
NR_003287.4_RNA28SN5_3657	NNUNN	Psi	1603	1616	2527	2527
NR_003287.4_RNA28SN5_3677	NNUNN	Psi	1232	1234	2128	2128
NR_003287.4_RNA28SN5_3679	NNUNN	Psi	1540	1541	3064	3065
NR_003287.4_RNA28SN5_3680	NNUNN	Psi	1641	1645	3183	3183
NR_003287.4_RNA28SN5_3688	NNUNN	Psi	2330	2342	5042	5042
NR_003287.4_RNA28SN5_3690	NNUNN	Psi	2618	2624	5579	5586
NR_003287.4_RNA28SN5_3693	NNUNN	Psi	2935	2935	6134	6137
NR_003287.4_RNA28SN5_3694	NNUNN	Psi	2948	2952	6264	6264
NR_003287.4_RNA28SN5_3695	NNUNN	Psi	464	2938	6305	6307
NR_003287.4_RNA28SN5_3697	NNUNN	Psi	3583	3602	6759	6761
NR_003287.4_RNA28SN5_37	NNUNN	Psi	1203	1206	2100	2100
NR_003287.4_RNA28SN5_370	NNUNN	Psi	1132	1134	2478	2478
NR_003287.4_RNA28SN5_3704	NNUNN	Psi	3874	3893	7016	7017
NR_003287.4_RNA28SN5_3707	NNUNN	Psi	3758	3793	6954	6957
NR_003287.4_RNA28SN5_3709	NNUNN	Psi	3776	3787	6961	6961
NR_003287.4_RNA28SN5_3713	NNUNN	Psi	3567	3575	6556	6556
NR_003287.4_RNA28SN5_3715	NNUNN	Psi	939	3328	6413	6418
NR_003287.4_RNA28SN5_3721	NNUNN	Psi	3290	3309	5813	5917
NR_003287.4_RNA28SN5_3729	NNUNN	Psi	2788	2796	5328	5328
NR_003287.4_RNA28SN5_3730	NNUNN	Psi	1091	2534	5082	5083
NR_003287.4_RNA28SN5_3734	NNUNN	Psi	651	2285	4133	4634
NR_003287.4_RNA28SN5_3745	NNUNN	Psi	1448	1448	3308	3308
NR_003287.4_RNA28SN5_3758	NNUNN	Psi	152	1166	3793	3793
NR_003287.4_RNA28SN5_3762	NNUNN	Psi	230	1296	3868	3874
NR_003287.4_RNA28SN5_3764	NNUNN	Psi	213	1313	3889	3891
NR_003287.4_RNA28SN5_3768	NNUNN	Psi	226	1383	3834	3834
NR_003287.4_RNA28SN5_3770	NNUNN	Psi	246	1405	3814	3814
NR_003287.4_RNA28SN5_3772	NNUNN	Psi	1734	1742	3832	3833
NR_003287.4_RNA28SN5_3773	NNUNN	Psi	1741	1747	3804	3806
NR_003287.4_RNA28SN5_3778	NNUNN	Psi	2005	2013	3832	3834
NR_003287.4_RNA28SN5_3786	NNUNN	Psi	2144	2144	3056	3058
NR_003287.4_RNA28SN5_3790	NNUNN	Psi	2160	2168	3013	3015
NR_003287.4_RNA28SN5_3793	NNUNN	Psi	2226	2229	3004	3005
NR_003287.4_RNA28SN5_3796	NNUNN	Psi	2339	2365	3068	3069
NR_003287.4_RNA28SN5_3798	NNUNN	Psi	2258	2258	3151	3152
NR_003287.4_RNA28SN5_380	NNUNN	Psi	1073	1073	2471	2471
NR_003287.4_RNA28SN5_3801	NNUNN	Psi	2330	2348	3505	3505
NR_003287.4_RNA28SN5_3802	NNUNN	Psi	2350	2354	3611	3611
NR_003287.4_RNA28SN5_3805	NNUNN	Psi	2452	2467	3853	3854
NR_003287.4_RNA28SN5_381	NNUNN	Psi	1005	1010	2357	2359
NR_003287.4_RNA28SN5_3814	NNUNN	Psi	2381	2393	3917	3919
NR_003287.4_RNA28SN5_3818	NNUNN	Psi	340	2562	4398	4400
NR_003287.4_RNA28SN5_3822	NNUNN	Psi	1288	2850	4533	4533
NR_003287.4_RNA28SN5_3831	NNUNN	Psi	3943	3945	5808	5809
NR_003287.4_RNA28SN5_3832	NNUNN	Psi	3946	4043	5836	5836
NR_003287.4_RNA28SN5_3838	NNUNN	Psi	4235	4252	5974	5975
NR_003287.4_RNA28SN5_3840	NNUNN	Psi	4350	4416	5929	5930
NR_003287.4_RNA28SN5_3844	NNUNN	Psi	975	3717	5895	5895
NR_003287.4_RNA28SN5_3848	NNUNN	Psi	3973	3985	5732	5732
NR_003287.4_RNA28SN5_3851	NNUNN	Psi	910	3754	5764	5765
NR_003287.4_RNA28SN5_3853	NNUNN	Psi	844	3710	5440	5448
NR_003287.4_RNA28SN5_3883	NNUNN	Psi	1914	1924	3439	3443
NR_003287.4_RNA28SN5_3884	NNUNN	Psi	1403	1809	3354	3354
NR_003287.4_RNA28SN5_3892	NNUNN	Psi	2035	2044	3409	3409
NR_003287.4_RNA28SN5_391	NNUNN	Psi	1066	1069	2850	2853
NR_003287.4_RNA28SN5_3912	NNUNN	Psi	1861	1867	2780	2782
NR_003287.4_RNA28SN5_3914	NNUNN	Psi	1916	1926	3017	3018
NR_003287.4_RNA28SN5_3915	NNUNN	Psi	1955	1960	3025	3025
NR_003287.4_RNA28SN5_392	NNUNN	Psi	1046	1048	2976	2978
NR_003287.4_RNA28SN5_3920	NNUNN	Psi	355	1949	3227	3228
NR_003287.4_RNA28SN5_3921	NNUNN	Psi	2026	2028	3251	3252
NR_003287.4_RNA28SN5_3925	NNUNN	Psi	2079	2087	3285	3290
NR_003287.4_RNA28SN5_3927	NNUNN	Psi	2114	2115	3242	3242
NR_003287.4_RNA28SN5_393	NNUNN	Psi	1044	1044	2998	2999
NR_003287.4_RNA28SN5_3930	NNUNN	Psi	2060	2081	3158	3158
NR_003287.4_RNA28SN5_3932	NNUNN	Psi	1941	1943	3003	3004
NR_003287.4_RNA28SN5_3940	NNUNN	Psi	1523	1525	2446	2446
NR_003287.4_RNA28SN5_3950	NNUNN	Psi	798	798	1277	1277
NR_003287.4_RNA28SN5_3957	NNUNN	Psi	585	585	991	992
NR_003287.4_RNA28SN5_3959	NNUNN	Psi	108	525	987	987
NR_003287.4_RNA28SN5_3964	NNUNN	Psi	750	752	1104	1104
NR_003287.4_RNA28SN5_3968	NNUNN	Psi	902	905	1356	1356
NR_003287.4_RNA28SN5_3993	NNUNN	Psi	75249	75581	55031	55060
NR_003287.4_RNA28SN5_3995	NNUNN	Psi	81843	84176	55751	55777
NR_003287.4_RNA28SN5_4020	NNUNN	Psi	76830	77254	48280	48304
NR_003287.4_RNA28SN5_4031	NNUNN	Psi	15744	16036	8399	8408
NR_003287.4_RNA28SN5_404	NNUNN	Psi	1129	1137	2873	2873
NR_003287.4_RNA28SN5_4044	NNUNN	Psi	5367	5375	4318	4319
NR_003287.4_RNA28SN5_4049	NNUNN	Psi	4474	4488	3858	3859
NR_003287.4_RNA28SN5_405	NNUNN	Psi	1134	1140	2853	2855
NR_003287.4_RNA28SN5_4055	NNUNN	Psi	2620	2664	2616	2617
NR_003287.4_RNA28SN5_4058	NNUNN	Psi	2519	2666	2476	2743
NR_003287.4_RNA28SN5_4060	NNUNN	Psi	2398	2402	2598	2598
NR_003287.4_RNA28SN5_4063	NNUNN	Psi	2510	2516	2722	2722
NR_003287.4_RNA28SN5_4066	NNUNN	Psi	2328	2328	2711	2712
NR_003287.4_RNA28SN5_4067	NNUNN	Psi	2330	2343	2621	2655
NR_003287.4_RNA28SN5_4068	NNUNN	Psi	2400	2400	2673	2673
NR_003287.4_RNA28SN5_4069	NNUNN	Psi	2449	2450	2781	2784
NR_003287.4_RNA28SN5_4070	NNUNN	Psi	2464	2476	2890	2891
NR_003287.4_RNA28SN5_4071	NNUNN	Psi	2508	2516	2888	2889
NR_003287.4_RNA28SN5_4075	NNUNN	Psi	2743	2772	2992	2993
NR_003287.4_RNA28SN5_4083	NNUNN	Psi	2303	2307	2726	2727
NR_003287.4_RNA28SN5_4111	NNUNN	Psi	3219	3245	3188	3193
NR_003287.4_RNA28SN5_4113	NNUNN	Psi	5561	5572	6938	6940
NR_003287.4_RNA28SN5_4117	NNUNN	Psi	12287	12330	10983	10988
NR_003287.4_RNA28SN5_4118	NNUNN	Psi	14752	14982	11742	11743
NR_003287.4_RNA28SN5_4120	NNUNN	Psi	16329	16386	12938	12943
NR_003287.4_RNA28SN5_416	NNUNN	Psi	859	859	1801	1804
NR_003287.4_RNA28SN5_4163	NNUNN	Psi	59558	59862	45248	45288
NR_003287.4_RNA28SN5_4174	NNUNN	Psi	1224	1241	1215	1226
NR_003287.4_RNA28SN5_4181	NNUNN	Psi	1036	1049	1450	1497
NR_003287.4_RNA28SN5_4188	NNUNN	Psi	1102	1103	1776	1776
NR_003287.4_RNA28SN5_4189	NNUNN	Psi	1130	1137	1828	1828
NR_003287.4_RNA28SN5_4190	NNUNN	Psi	1161	1162	1839	1839
NR_003287.4_RNA28SN5_4194	NNUNN	Psi	1287	1299	1994	1994
NR_003287.4_RNA28SN5_4202	NNUNN	Psi	1394	1488	1585	1967
NR_003287.4_RNA28SN5_4208	NNUNN	Psi	1519	1521	2151	2151
NR_003287.4_RNA28SN5_4210	NNUNN	Psi	1573	1585	2117	2118
NR_003287.4_RNA28SN5_4218	NNUNN	Psi	1500	1505	2054	2054
NR_003287.4_RNA28SN5_4227	NNUNN	Psi	1818	1834	2504	2506
NR_003287.4_RNA28SN5_4229	NNUNN	Psi	1987	2000	2528	2528
NR_003287.4_RNA28SN5_4232	NNUNN	Psi	2093	2094	2621	2621
NR_003287.4_RNA28SN5_424	NNUNN	Psi	680	682	1248	1248
NR_003287.4_RNA28SN5_4242	NNUNN	Psi	3293	3359	5424	5424
NR_003287.4_RNA28SN5_425	NNUNN	Psi	690	694	1262	1262
NR_003287.4_RNA28SN5_4260	NNUNN	Psi	3341	3345	5751	5753
NR_003287.4_RNA28SN5_4265	NNUNN	Psi	3132	3144	5054	5057
NR_003287.4_RNA28SN5_4285	NNUNN	Psi	1931	1971	4717	4876
NR_003287.4_RNA28SN5_4289	NNUNN	Psi	2022	2040	6623	6623
NR_003287.4_RNA28SN5_4290	NNUNN	Psi	2075	2083	6666	6667
NR_003287.4_RNA28SN5_4293	NNUNN	Psi	281	1999	6732	6743
NR_003287.4_RNA28SN5_4295	NNUNN	Psi	2023	2031	6843	6846
NR_003287.4_RNA28SN5_4296	NNUNN	Psi	586	1984	6792	6792
NR_003287.4_RNA28SN5_4299	NNUNN	Psi	306	2124	6889	6889
NR_003287.4_RNA28SN5_43	NNUNN	Psi	1044	1048	1974	1978
NR_003287.4_RNA28SN5_4300	NNUNN	Psi	2319	2322	6965	6966
NR_003287.4_RNA28SN5_4301	NNUNN	Psi	2357	2362	6907	6908
NR_003287.4_RNA28SN5_4302	NNUNN	Psi	2397	2400	6877	6878
NR_003287.4_RNA28SN5_4306	NNUNN	Psi	2541	2542	6736	6737
NR_003287.4_RNA28SN5_4312	NNUNN	Psi	484	2178	4399	4402
NR_003287.4_RNA28SN5_432	NNUNN	Psi	801	802	1463	1463
NR_003287.4_RNA28SN5_4321	NNUNN	Psi	1978	1982	3238	3244
NR_003287.4_RNA28SN5_4334	NNUNN	Psi	1874	1888	2883	2883
NR_003287.4_RNA28SN5_4340	NNUNN	Psi	1716	1751	2789	2789
NR_003287.4_RNA28SN5_4343	NNUNN	Psi	1652	1656	2771	2772
NR_003287.4_RNA28SN5_4344	NNUNN	Psi	1630	1657	2751	2754
NR_003287.4_RNA28SN5_4346	NNUNN	Psi	1704	1710	2778	2779
NR_003287.4_RNA28SN5_4351	NNUNN	Psi	1485	1492	2855	2856
NR_003287.4_RNA28SN5_4352	NNUNN	Psi	1429	1431	2827	2827
NR_003287.4_RNA28SN5_4353	NNUNN	Psi	186	1383	2820	2820
NR_003287.4_RNA28SN5_4354	NNUNN	Psi	1410	1411	2818	2819
NR_003287.4_RNA28SN5_4358	NNUNN	Psi	1399	1401	2735	2735
NR_003287.4_RNA28SN5_4359	NNUNN	Psi	1382	1383	2701	2701
NR_003287.4_RNA28SN5_4360	NNUNN	Psi	1356	1357	2665	2665
NR_003287.4_RNA28SN5_4361	NNUNN	Psi	254	1225	2596	2596
NR_003287.4_RNA28SN5_4372	NNUNN	Psi	1447	1449	2608	2609
NR_003287.4_RNA28SN5_4374	NNUNN	Psi	1227	1442	2083	2566
NR_003287.4_RNA28SN5_4383	NNUNN	Psi	1175	1182	2141	2142
NR_003287.4_RNA28SN5_4384	NNUNN	Psi	1179	1182	2126	2126
NR_003287.4_RNA28SN5_4395	NNUNN	Psi	1205	1208	2366	2366
NR_003287.4_RNA28SN5_4399	NNUNN	Psi	1142	1150	2355	2356
NR_003287.4_RNA28SN5_440	NNUNN	Psi	1427	1430	3032	3032
NR_003287.4_RNA28SN5_4403	NNUNN	Psi	155	975	2288	2290
NR_003287.4_RNA28SN5_4404	NNUNN	Psi	998	998	2272	2272
NR_003287.4_RNA28SN5_4406	NNUNN	Psi	1032	1034	2244	2245
NR_003287.4_RNA28SN5_4419	NNUNN	Psi	9267	9272	32158	32163
NR_003287.4_RNA28SN5_4420	NNUNN	Psi	3208	9370	33157	33164
NR_003287.4_RNA28SN5_4423	NNUNN	Psi	3611	11902	38438	38439
NR_003287.4_RNA28SN5_4431	NNUNN	Psi	4487	13063	41711	41713
NR_003287.4_RNA28SN5_4435	NNUNN	Psi	13295	13313	41664	41694
NR_003287.4_RNA28SN5_4436	NNUNN	Psi	13323	13332	41675	41697
NR_003287.4_RNA28SN5_4437	NNUNN	Psi	13377	13379	41776	41783
NR_003287.4_RNA28SN5_4438	NNUNN	Psi	13412	13435	41874	41877
NR_003287.4_RNA28SN5_4439	NNUNN	Psi	13415	13438	41847	41853
NR_003287.4_RNA28SN5_4442	NNUNN	Psi	3052	13493	38613	38637
NR_003287.4_RNA28SN5_4445	NNUNN	Psi	13636	13661	36520	36525
NR_003287.4_RNA28SN5_4446	NNUNN	Psi	13616	13628	34253	34260
NR_003287.4_RNA28SN5_445	NNUNN	Psi	2317	2356	3727	3729
NR_003287.4_RNA28SN5_4450	NNUNN	Psi	6490	6503	16236	16256
NR_003287.4_RNA28SN5_4452	NNUNN	Psi	6459	6467	14607	14611
NR_003287.4_RNA28SN5_4457	NNUNN	Psi	470	2866	6314	6315
NR_003287.4_RNA28SN5_4459	NNUNN	Psi	3193	3213	7677	7683
NR_003287.4_RNA28SN5_4460	NNUNN	Psi	3225	3363	8549	8556
NR_003287.4_RNA28SN5_4463	NNUNN	Psi	3442	3450	8991	8993
NR_003287.4_RNA28SN5_4465	NNUNN	Psi	3525	3546	9051	9052
NR_003287.4_RNA28SN5_4468	NNUNN	Psi	3554	3566	8929	8933
NR_003287.4_RNA28SN5_4469	NNUNN	Psi	3334	3338	8052	8055
NR_003287.4_RNA28SN5_4471	NNUNN	Psi	502	3285	8014	8659
NR_003287.4_RNA28SN5_4481	NNUNN	Psi	3772	3786	8456	8460
NR_003287.4_RNA28SN5_4482	NNUNN	Psi	3757	3774	8043	8043
NR_003287.4_RNA28SN5_4492	NNUNN	Psi	2699	2704	4375	4375
NR_003287.4_RNA28SN5_4493	NNUNN	Psi	2389	2576	4195	4196
NR_003287.4_RNA28SN5_4497	NNUNN	Psi	2562	2579	4093	4093
NR_003287.4_RNA28SN5_4498	NNUNN	Psi	2512	2531	4007	4010
NR_003287.4_RNA28SN5_45	NNUNN	Psi	1061	1063	2028	2029
NR_003287.4_RNA28SN5_4500	NNUNN	Psi	307	2414	4066	4066
NR_003287.4_RNA28SN5_4501	NNUNN	Psi	2510	2513	4085	4087
NR_003287.4_RNA28SN5_4509	NNUNN	Psi	2145	2156	3848	3848
NR_003287.4_RNA28SN5_4512	NNUNN	Psi	1813	1821	3691	3692
NR_003287.4_RNA28SN5_4521	NNUNN	Psi	168	963	3083	3098
NR_003287.4_RNA28SN5_4526	NNUNN	Psi	1105	1111	3290	3293
NR_003287.4_RNA28SN5_4530	NNUNN	Psi	793	801	2487	2496
NR_003287.4_RNA28SN5_4531	NNUNN	Psi	889	894	2854	2855
NR_003287.4_RNA28SN5_4532	NNUNN	Psi	592	920	2877	2883
NR_003287.4_RNA28SN5_4539	NNUNN	Psi	1408	1410	3190	3191
NR_003287.4_RNA28SN5_454	NNUNN	Psi	3068	3103	4165	4165
NR_003287.4_RNA28SN5_4542	NNUNN	Psi	1367	1371	3091	3093
NR_003287.4_RNA28SN5_4551	NNUNN	Psi	1340	1341	2974	2975
NR_003287.4_RNA28SN5_4552	NNUNN	Psi	227	1313	2940	2940
NR_003287.4_RNA28SN5_4555	NNUNN	Psi	1331	1331	2822	2823
NR_003287.4_RNA28SN5_4556	NNUNN	Psi	1336	1336	2759	2759
NR_003287.4_RNA28SN5_4557	NNUNN	Psi	1349	1350	2797	2797
NR_003287.4_RNA28SN5_4558	NNUNN	Psi	1343	1351	2795	2796
NR_003287.4_RNA28SN5_4563	NNUNN	Psi	1378	1378	2705	2705
NR_003287.4_RNA28SN5_4566	NNUNN	Psi	1343	1353	2771	2772
NR_003287.4_RNA28SN5_4569	NNUNN	Psi	1178	1208	2569	2569
NR_003287.4_RNA28SN5_4572	NNUNN	Psi	1015	1015	2208	2209
NR_003287.4_RNA28SN5_4574	NNUNN	Psi	1011	1013	2237	2238
NR_003287.4_RNA28SN5_4576	NNUNN	Psi	161	908	2234	2234
NR_003287.4_RNA28SN5_4577	NNUNN	Psi	964	967	2221	2221
NR_003287.4_RNA28SN5_4579	NNUNN	Psi	271	1049	2260	2261
NR_003287.4_RNA28SN5_4580	NNUNN	Psi	1134	1134	2165	2165
NR_003287.4_RNA28SN5_4585	NNUNN	Psi	1112	1113	2084	2085
NR_003287.4_RNA28SN5_4588	NNUNN	Psi	1156	1157	2151	2151
NR_003287.4_RNA28SN5_4591	NNUNN	Psi	1334	1339	2499	2501
NR_003287.4_RNA28SN5_4594	NNUNN	Psi	1370	1400	2510	2681
